"","adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","calendar_start_date","calendar_end_date","Year","dengue_total","UUID","source_cat","S_res","T_res"
"83879","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1955-01-01","1955-12-31",1955,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83880","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1979-01-01","1979-12-31",1979,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83881","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1980-01-01","1980-12-31",1980,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83882","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1981-01-01","1981-12-31",1981,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83883","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1982-01-01","1982-12-31",1982,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83871","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1983-01-01","1983-12-31",1983,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83884","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1984-01-01","1984-12-31",1984,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83885","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1988-01-01","1988-12-31",1988,4,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83872","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1992-01-01","1992-12-31",1992,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83886","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1993-01-01","1993-12-31",1993,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83873","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1994-01-01","1994-12-31",1994,246,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83887","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1995-01-01","1995-12-31",1995,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83888","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1996-01-01","1996-12-31",1996,49,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83889","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1998-01-01","1998-12-31",1998,205,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83874","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","1999-01-01","1999-12-31",1999,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83890","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2000-01-01","2000-12-31",2000,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83875","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2001-01-01","2001-12-31",2001,500,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83891","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2002-01-01","2002-12-31",2002,1185,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83876","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2003-01-01","2003-12-31",2003,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83870","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2004-01-01","2004-12-31",2004,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83877","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2005-01-01","2005-12-31",2005,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83892","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2006-01-01","2006-12-31",2006,53,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83893","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2007-01-01","2007-12-31",2007,126,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83878","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2008-01-01","2008-12-31",2008,649,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83894","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2009-01-01","2009-12-31",2009,419,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"83895","AMERICAN SAMOA",NA,NA,"AMERICAN SAMOA","ASM",5,"ASM","2010-01-01","2010-12-31",2010,51,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"76960","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1980-01-01","1980-12-31",1980,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76961","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1981-01-01","1981-12-31",1981,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76962","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1982-01-01","1982-12-31",1982,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76963","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1983-01-01","1983-12-31",1983,2,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76964","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1984-01-01","1984-12-31",1984,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76965","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1985-01-01","1985-12-31",1985,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76966","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1986-01-01","1986-12-31",1986,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76967","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1987-01-01","1987-12-31",1987,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76968","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1988-01-01","1988-12-31",1988,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76969","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1989-01-01","1989-12-31",1989,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76970","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1990-01-01","1990-12-31",1990,12,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76971","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1991-01-01","1991-12-31",1991,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76972","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1992-01-01","1992-12-31",1992,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76973","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1995-01-01","1995-12-31",1995,4,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76974","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1996-01-01","1996-12-31",1996,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76975","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1997-01-01","1997-12-31",1997,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76976","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1998-01-01","1998-12-31",1998,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76977","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","1999-01-01","1999-12-31",1999,12,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76978","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2000-01-01","2000-12-31",2000,3,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76979","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2001-01-01","2001-12-31",2001,25,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76980","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2002-01-01","2002-12-31",2002,5,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76981","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2003-01-01","2003-12-31",2003,2,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76982","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2004-01-01","2004-12-31",2004,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76983","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2005-01-01","2005-12-31",2005,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76984","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2006-01-01","2006-12-31",2006,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76985","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2007-01-01","2007-12-31",2007,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76986","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2008-01-01","2008-12-31",2008,9,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76987","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2009-01-01","2009-12-31",2009,0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76988","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2010-01-01","2010-12-31",2010,1,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76989","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2011-01-01","2011-12-31",2011,9,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"76990","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2012-01-01","2012-12-31",2012,7,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","PAHO_TYCHO","Admin0","Year"
"60110","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-06-15","2014-06-21",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60111","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-06-22","2014-06-28",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60112","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-06-29","2014-07-05",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60113","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-07-06","2014-07-12",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60114","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-07-13","2014-07-19",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60115","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-07-20","2014-07-26",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60116","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-07-27","2014-08-02",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60117","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-08-03","2014-08-09",2014,1,NA,"PAHO_PLISA","Admin0","Week"
"60118","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-11-02","2014-11-08",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60119","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-11-09","2014-11-15",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60120","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-11-16","2014-11-22",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60121","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-11-23","2014-11-29",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60122","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-11-30","2014-12-06",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60123","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-12-07","2014-12-13",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60124","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-12-14","2014-12-20",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60125","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-12-21","2014-12-27",2014,0,NA,"PAHO_PLISA","Admin0","Week"
"60126","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2014-12-28","2015-01-03",2014,1,NA,"PAHO_PLISA","Admin0","Week"
"60127","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-05-24","2015-05-30",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60128","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-05-31","2015-06-06",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60129","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-06-07","2015-06-13",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60130","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-06-14","2015-06-20",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60131","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-06-21","2015-06-27",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60132","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-06-28","2015-07-04",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60133","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-07-05","2015-07-11",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60134","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-07-19","2015-07-25",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60135","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-07-26","2015-08-01",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60136","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-08-02","2015-08-08",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60137","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-08-09","2015-08-15",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60138","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-08-16","2015-08-22",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60139","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-08-23","2015-08-29",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60140","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-08-30","2015-09-05",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60141","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-09-06","2015-09-12",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60142","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-09-13","2015-09-19",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60143","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-09-20","2015-09-26",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60144","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-09-27","2015-10-03",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60145","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-10-04","2015-10-10",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60146","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-10-11","2015-10-17",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60147","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-10-18","2015-10-24",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60148","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-10-25","2015-10-31",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60149","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-11-01","2015-11-07",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60150","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-11-08","2015-11-14",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60151","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-11-15","2015-11-21",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60152","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-11-22","2015-11-28",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60153","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-11-29","2015-12-05",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60154","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-12-06","2015-12-12",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60155","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-12-13","2015-12-19",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60156","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2015-12-20","2015-12-26",2015,0,NA,"PAHO_PLISA","Admin0","Week"
"60157","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-01-01","2017-01-07",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60158","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-01-08","2017-01-14",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60159","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-01-15","2017-01-21",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60160","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-01-22","2017-01-28",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60161","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-01-29","2017-02-04",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60162","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-02-05","2017-02-11",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60163","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-02-12","2017-02-18",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60164","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-02-19","2017-02-25",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60165","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-02-26","2017-03-04",2017,2,NA,"PAHO_IMPUTED","Admin0","Week"
"60166","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-03-05","2017-03-11",2017,5,NA,"PAHO_IMPUTED","Admin0","Week"
"60167","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-03-19","2017-03-25",2017,3,NA,"PAHO_PLISA","Admin0","Week"
"60168","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-10-08","2017-10-14",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60169","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-10-15","2017-10-21",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60170","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-10-22","2017-10-28",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60171","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-10-29","2017-11-04",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60172","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-11-05","2017-11-11",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60173","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-11-12","2017-11-18",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60174","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-11-19","2017-11-25",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60175","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-11-26","2017-12-02",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60176","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-12-03","2017-12-09",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60177","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-12-10","2017-12-16",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60178","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-12-17","2017-12-23",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60179","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2017-12-31","2018-01-06",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"60180","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-01-07","2018-01-13",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60181","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-01-14","2018-01-20",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60182","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-01-21","2018-01-27",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60183","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-01-28","2018-02-03",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60184","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-02-04","2018-02-10",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60185","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-02-11","2018-02-17",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60186","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-02-18","2018-02-24",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60187","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-02-25","2018-03-03",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60188","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-03-04","2018-03-10",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60189","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-03-11","2018-03-17",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60190","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-03-18","2018-03-24",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60191","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-03-25","2018-03-31",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60192","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-04-01","2018-04-07",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60193","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-04-08","2018-04-14",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60194","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-04-15","2018-04-21",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60195","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-04-22","2018-04-28",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60196","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-04-29","2018-05-05",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60197","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-05-06","2018-05-12",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60198","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-05-13","2018-05-19",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60199","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-05-20","2018-05-26",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60200","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-05-27","2018-06-02",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60201","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-06-03","2018-06-09",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60202","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-06-10","2018-06-16",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60203","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-06-17","2018-06-23",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"60204","ANGUILLA",NA,NA,"ANGUILLA","AIA",9,"AIA","2018-06-24","2018-06-30",2018,0,NA,"PAHO_PLISA","Admin0","Week"
