"","adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","calendar_start_date","calendar_end_date","Year","dengue_total","UUID","source_cat","S_res","T_res"
"72485","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-06-05","2022-06-11",2022,1533,NA,"PAHO_PLISA","Admin0","Week"
"72486","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-06-12","2022-06-18",2022,1274,NA,"PAHO_PLISA","Admin0","Week"
"72487","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-06-19","2022-06-25",2022,1100,NA,"PAHO_PLISA","Admin0","Week"
"72488","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-06-26","2022-07-02",2022,984,NA,"PAHO_PLISA","Admin0","Week"
"72489","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-07-03","2022-07-09",2022,899,NA,"PAHO_PLISA","Admin0","Week"
"72490","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-07-10","2022-07-16",2022,807,NA,"PAHO_PLISA","Admin0","Week"
"72491","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-07-17","2022-07-23",2022,717,NA,"PAHO_PLISA","Admin0","Week"
"72492","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-07-24","2022-07-30",2022,506,NA,"PAHO_PLISA","Admin0","Week"
"72493","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-07-31","2022-08-06",2022,556,NA,"PAHO_PLISA","Admin0","Week"
"72494","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-08-07","2022-08-13",2022,657,NA,"PAHO_PLISA","Admin0","Week"
"72495","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-09-11","2022-09-17",2022,557,NA,"PAHO_PLISA","Admin0","Week"
"72496","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-09-18","2022-09-24",2022,580,NA,"PAHO_PLISA","Admin0","Week"
"72497","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-09-25","2022-10-01",2022,624,NA,"PAHO_PLISA","Admin0","Week"
"72498","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-10-02","2022-10-08",2022,537,NA,"PAHO_PLISA","Admin0","Week"
"72499","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-10-09","2022-10-15",2022,596,NA,"PAHO_PLISA","Admin0","Week"
"72500","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-10-16","2022-10-22",2022,734,NA,"PAHO_PLISA","Admin0","Week"
"72501","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-10-23","2022-10-29",2022,830,NA,"PAHO_PLISA","Admin0","Week"
"72502","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-10-30","2022-11-05",2022,1069,NA,"PAHO_PLISA","Admin0","Week"
"72503","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-11-06","2022-11-12",2022,1314,NA,"PAHO_PLISA","Admin0","Week"
"72504","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-11-13","2022-11-19",2022,1633,NA,"PAHO_PLISA","Admin0","Week"
"72505","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-11-20","2022-11-26",2022,1623,NA,"PAHO_PLISA","Admin0","Week"
"72506","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-11-27","2022-12-03",2022,1624,NA,"PAHO_PLISA","Admin0","Week"
"72507","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-12-04","2022-12-10",2022,1412,NA,"PAHO_PLISA","Admin0","Week"
"72508","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-12-11","2022-12-17",2022,1383,NA,"PAHO_PLISA","Admin0","Week"
"72509","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-12-18","2022-12-24",2022,1134,NA,"PAHO_PLISA","Admin0","Week"
"72510","PERU",NA,NA,"PERU","PER",1011442,"PER","2022-12-25","2022-12-31",2022,717,NA,"PAHO_PLISA","Admin0","Week"
"110231","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1955-01-01","1955-12-31",1955,96,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110232","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1956-01-01","1956-12-31",1956,1207,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110233","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1957-01-01","1957-12-31",1957,152,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110207","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1958-01-01","1958-12-31",1958,94,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110234","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1959-01-01","1959-12-31",1959,125,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110235","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1960-01-01","1960-12-31",1960,551,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110208","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1961-01-01","1961-12-31",1961,1459,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110209","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1962-01-01","1962-12-31",1962,134,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110236","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1963-01-01","1963-12-31",1963,189,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110237","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1964-01-01","1964-12-31",1964,759,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110210","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1965-01-01","1965-12-31",1965,652,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110211","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1966-01-01","1966-12-31",1966,9384,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110238","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1967-01-01","1967-12-31",1967,1371,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110212","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1968-01-01","1968-12-31",1968,1116,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110213","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1969-01-01","1969-12-31",1969,1336,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110214","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1970-01-01","1970-12-31",1970,922,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110239","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1971-01-01","1971-12-31",1971,438,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110240","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1972-01-01","1972-12-31",1972,1570,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110241","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1973-01-01","1973-12-31",1973,710,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110242","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1974-01-01","1974-12-31",1974,1665,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110215","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1975-01-01","1975-12-31",1975,603,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110243","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1976-01-01","1976-12-31",1976,460,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110244","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1977-01-01","1977-12-31",1977,376,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110216","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1979-01-01","1979-12-31",1979,392,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110245","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1980-01-01","1980-12-31",1980,968,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110246","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1981-01-01","1981-12-31",1981,123,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110247","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1982-01-01","1982-12-31",1982,305,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110217","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1983-01-01","1983-12-31",1983,1684,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110248","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1984-01-01","1984-12-31",1984,2545,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110218","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1986-01-01","1986-12-31",1986,839,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110249","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1987-01-01","1987-12-31",1987,859,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110219","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1988-01-01","1988-12-31",1988,2922,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110220","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1989-01-01","1989-12-31",1989,305,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110221","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1990-01-01","1990-12-31",1990,588,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110250","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1991-01-01","1991-12-31",1991,11317,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110251","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1992-01-01","1992-12-31",1992,9108,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110222","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1993-01-01","1993-12-31",1993,5448,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110252","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1994-01-01","1994-12-31",1994,5603,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110223","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1995-01-01","1995-12-31",1995,5166,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110224","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1996-01-01","1996-12-31",1996,14649,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110253","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1997-01-01","1997-12-31",1997,12811,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110225","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1998-01-01","1998-12-31",1998,35648,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110254","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","1999-01-01","1999-12-31",1999,9406,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"99149","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2000-01-01","2000-12-31",2000,6614,"0bf8e9f0-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"107286","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-01-01","2000-01-31",2000,100,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107287","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-02-01","2000-02-29",2000,57,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107197","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-03-01","2000-03-31",2000,57,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107198","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-04-01","2000-04-30",2000,45,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107288","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-05-01","2000-05-31",2000,73,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107289","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-06-01","2000-06-30",2000,119,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107199","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-07-01","2000-07-31",2000,251,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107290","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-08-01","2000-08-31",2000,420,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107159","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-09-01","2000-09-30",2000,353,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107200","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-10-01","2000-10-31",2000,291,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107291","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-11-01","2000-11-30",2000,251,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"107160","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",2355,"PH-MNL","2000-12-01","2000-12-31",2000,204,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99147","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-01-01","2001-12-31",2001,23235,"0bf8e9f1-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"99321","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-01-01","2001-01-31",2001,282,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99322","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-02-01","2001-02-28",2001,219,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99538","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-03-01","2001-03-31",2001,150,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99323","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-04-01","2001-04-30",2001,148,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99324","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-05-01","2001-05-31",2001,153,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99325","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-06-01","2001-06-30",2001,274,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99539","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-07-01","2001-07-31",2001,721,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99540","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-08-01","2001-08-31",2001,830,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99541","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-09-01","2001-09-30",2001,599,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99542","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-10-01","2001-10-31",2001,343,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99326","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-11-01","2001-11-30",2001,204,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"99543","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2001-12-01","2001-12-31",2001,137,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Month"
"110226","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2002-01-01","2002-12-31",2002,16663,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110257","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2003-01-01","2003-12-31",2003,29946,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110227","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2004-01-01","2004-12-31",2004,23040,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110258","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2005-01-01","2005-12-31",2005,33901,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110228","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2006-01-01","2006-12-31",2006,37101,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110259","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2007-01-01","2007-12-31",2007,55639,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110260","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2008-01-01","2008-12-31",2008,39620,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110229","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2009-01-01","2009-12-31",2009,57819,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"110230","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2010-01-01","2010-12-31",2010,135355,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","ASIA_TYCHO","Admin0","Year"
"99142","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2011-01-01","2011-12-31",2011,NA,"0bf8e9e6-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"99148","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2012-01-01","2012-12-31",2012,NA,"0bf8e951-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"99152","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2013-01-01","2013-12-31",2013,NA,"0bf8e9dc-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"99143","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",67156,"PH-SLU","2014-01-01","2014-12-31",2014,NA,"0bf8e9dd-047d-11ee-8000-15aefd45bf83","ASIA_MOH","Admin0","Year"
"109920","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-01-04","2015-01-10",2015,3811,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109921","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-01-11","2015-01-17",2015,2368,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109922","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-01-18","2015-01-24",2015,2108,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109923","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-01-25","2015-01-31",2015,2227,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109924","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-02-01","2015-02-07",2015,2322,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109925","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-02-08","2015-02-14",2015,1920,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109926","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-02-15","2015-02-21",2015,1850,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109927","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-02-22","2015-02-28",2015,1732,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109928","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-03-01","2015-03-07",2015,1661,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109929","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-03-08","2015-03-14",2015,1354,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109930","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-03-15","2015-03-21",2015,1378,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109931","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-03-22","2015-03-28",2015,1118,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109932","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-03-29","2015-04-04",2015,953,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109933","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-04-05","2015-04-11",2015,1096,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109934","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-04-12","2015-04-18",2015,1002,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109935","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-04-19","2015-04-25",2015,908,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109936","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-04-26","2015-05-02",2015,1026,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109937","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-05-03","2015-05-09",2015,1003,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109938","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-05-10","2015-05-16",2015,1075,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109939","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-05-17","2015-05-23",2015,1146,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109940","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-05-24","2015-05-30",2015,1218,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109941","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-05-31","2015-06-06",2015,1573,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109942","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-06-07","2015-06-13",2015,1834,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109943","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-06-14","2015-06-20",2015,2143,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109944","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-06-21","2015-06-27",2015,2569,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109945","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-06-28","2015-07-04",2015,3114,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109946","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-07-05","2015-07-11",2015,3919,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
"109947","PHILIPPINES",NA,NA,"PHILIPPINES","PHL",196,"PHL","2015-07-12","2015-07-18",2015,4227,"0bf8e970-047d-11ee-8000-15aefd45bf83","ASIA_WHO","Admin0","Week"
