"adm_0_name","adm_0_code","adm_1_name","adm_1_code","adm_2_name","adm_2_code","calendar_start_date","calendar_end_date","dengue_total","UUID","source_cat"
"Brazil",37,"Maranhao",674,NA,NA,"2003-02-01","2003-02-28",2554,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-03-01","2003-03-31",2076,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-04-01","2003-04-30",1786,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-05-01","2003-05-31",1005,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-06-01","2003-06-30",517,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-07-01","2003-07-31",324,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2003-08-01","2003-08-31",148,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-01-01","2004-01-31",471,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-02-01","2004-02-29",718,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-03-01","2004-03-31",715,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-04-01","2004-04-30",340,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-05-01","2004-05-31",325,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-06-01","2004-06-30",266,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-07-01","2004-07-31",156,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-08-01","2004-08-31",181,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-09-01","2004-09-30",135,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-10-01","2004-10-31",93,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-11-01","2004-11-30",45,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2004-12-01","2004-12-31",40,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2005-01-01","2005-01-31",262,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2005-02-01","2005-02-28",248,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Maranhao",674,NA,NA,"2005-03-01","2005-03-31",365,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-01-01","2003-01-31",2700,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-02-01","2003-02-28",4493,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-03-01","2003-03-31",2030,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-04-01","2003-04-30",1303,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-05-01","2003-05-31",376,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-06-01","2003-06-30",104,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-07-01","2003-07-31",101,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2003-08-01","2003-08-31",31,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-01-01","2004-01-31",813,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-02-01","2004-02-29",736,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-03-01","2004-03-31",653,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-04-01","2004-04-30",306,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-05-01","2004-05-31",190,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-06-01","2004-06-30",121,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-07-01","2004-07-31",55,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-08-01","2004-08-31",27,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-09-01","2004-09-30",36,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-10-01","2004-10-31",75,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-11-01","2004-11-30",21,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2004-12-01","2004-12-31",62,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2005-01-01","2005-01-31",602,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2005-02-01","2005-02-28",1041,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso",675,NA,NA,"2005-03-01","2005-03-31",619,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-01-01","2003-01-31",623,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-02-01","2003-02-28",1334,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-03-01","2003-03-31",1658,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-04-01","2003-04-30",1177,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-05-01","2003-05-31",603,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-06-01","2003-06-30",288,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-07-01","2003-07-31",174,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-08-01","2003-08-31",72,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2003-09-01","2003-09-30",2,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2005-02-01","2005-02-28",237,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Mato Grosso Do Sul",676,NA,NA,"2005-03-01","2005-03-31",137,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-01-01","2003-01-31",2426,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-02-01","2003-02-28",3677,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-03-01","2003-03-31",6188,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-04-01","2003-04-30",4843,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-05-01","2003-05-31",1928,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-06-01","2003-06-30",777,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-07-01","2003-07-31",235,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2003-08-01","2003-08-31",86,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-01-01","2004-01-31",1333,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-02-01","2004-02-29",2485,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-03-01","2004-03-31",8190,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-04-01","2004-04-30",3587,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-05-01","2004-05-31",2345,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-06-01","2004-06-30",1016,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-07-01","2004-07-31",189,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-08-01","2004-08-31",133,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-09-01","2004-09-30",177,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-10-01","2004-10-31",209,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-11-01","2004-11-30",244,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2004-12-01","2004-12-31",147,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2005-01-01","2005-01-31",503,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2005-02-01","2005-02-28",848,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Minas Gerais",677,NA,NA,"2005-03-01","2005-03-31",1104,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-01-01","2003-01-31",2375,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-02-01","2003-02-28",3081,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-03-01","2003-03-31",2018,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-04-01","2003-04-30",1169,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-05-01","2003-05-31",702,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-06-01","2003-06-30",379,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-07-01","2003-07-31",250,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-08-01","2003-08-31",82,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2003-09-01","2003-09-30",112,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2005-01-01","2005-01-31",645,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2005-02-01","2005-02-28",769,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2005-03-01","2005-03-31",1062,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Para",678,NA,NA,"2005-04-01","2005-04-30",17,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-01-01","2003-01-31",1023,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-02-01","2003-02-28",1581,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-03-01","2003-03-31",2237,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-04-01","2003-04-30",3641,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-05-01","2003-05-31",2285,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-06-01","2003-06-30",1157,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-07-01","2003-07-31",909,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-08-01","2003-08-31",381,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2003-09-01","2003-09-30",212,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2005-02-01","2005-02-28",396,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2005-03-01","2005-03-31",1220,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Paraiba",679,NA,NA,"2005-04-01","2005-04-30",238,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-01-01","2003-01-31",763,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-02-01","2003-02-28",2164,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-03-01","2003-03-31",4256,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-04-01","2003-04-30",1694,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-05-01","2003-05-31",153,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-06-01","2003-06-30",10,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-07-01","2003-07-31",5,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-08-01","2003-08-31",7,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2003-09-01","2003-09-30",4,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2005-01-01","2005-01-31",31,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2005-02-01","2005-02-28",41,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2005-03-01","2005-03-31",140,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Parana",680,NA,NA,"2005-04-01","2005-04-30",0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-01-01","2003-01-31",1369,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-02-01","2003-02-28",2988,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-03-01","2003-03-31",5279,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-04-01","2003-04-30",7595,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-05-01","2003-05-31",4270,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-06-01","2003-06-30",1889,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-07-01","2003-07-31",1205,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-08-01","2003-08-31",476,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2003-09-01","2003-09-30",347,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2005-01-01","2005-01-31",278,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2005-02-01","2005-02-28",330,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2005-03-01","2005-03-31",473,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Pernambuco",681,NA,NA,"2005-04-01","2005-04-30",167,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-01-01","2003-01-31",679,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-02-01","2003-02-28",1162,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-03-01","2003-03-31",1933,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-04-01","2003-04-30",2913,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-05-01","2003-05-31",2424,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-06-01","2003-06-30",1553,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-07-01","2003-07-31",630,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-08-01","2003-08-31",216,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2003-09-01","2003-09-30",75,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2005-01-01","2005-01-31",200,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2005-02-01","2005-02-28",303,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2005-03-01","2005-03-31",602,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Piaui",682,NA,NA,"2005-04-01","2005-04-30",0,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-01-01","2003-01-31",1765,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-02-01","2003-02-28",2311,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-03-01","2003-03-31",1742,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-04-01","2003-04-30",972,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-05-01","2003-05-31",523,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-06-01","2003-06-30",245,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-07-01","2003-07-31",119,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-08-01","2003-08-31",77,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2003-09-01","2003-09-30",69,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-01-01","2004-01-31",485,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-02-01","2004-02-29",339,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-03-01","2004-03-31",481,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-04-01","2004-04-30",175,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-05-01","2004-05-31",126,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-06-01","2004-06-30",89,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-07-01","2004-07-31",78,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-08-01","2004-08-31",106,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-09-01","2004-09-30",145,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-10-01","2004-10-31",147,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-11-01","2004-11-30",166,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2004-12-01","2004-12-31",345,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2005-01-01","2005-01-31",292,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2005-02-01","2005-02-28",173,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio De Janeiro",683,NA,NA,"2005-03-01","2005-03-31",72,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-01-01","2003-01-31",1129,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-02-01","2003-02-28",2111,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-03-01","2003-03-31",3327,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-04-01","2003-04-30",4630,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-05-01","2003-05-31",4385,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-06-01","2003-06-30",3085,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-07-01","2003-07-31",921,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-08-01","2003-08-31",100,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2003-09-01","2003-09-30",118,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-01-01","2004-01-31",256,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-02-01","2004-02-29",337,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-03-01","2004-03-31",565,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-04-01","2004-04-30",355,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-05-01","2004-05-31",339,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-06-01","2004-06-30",377,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
"Brazil",37,"Rio Grande Do Norte",684,NA,NA,"2004-07-01","2004-07-31",277,"9e928a4b-c739-11ed-aa9a-1e00d12e8869","tycho"
