original_filename,standard_filename,UUID,metadata_url,metadata_steps
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW14_source.pdf,9e9280e0-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW15_source.pdf,9e9280e1-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW16_source.pdf,9e9280ea-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW18_source.pdf,9e9280eb-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW19_source.pdf,9e9280ec-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW20_source.pdf,9e9280ed-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW21_source.pdf,9e9280f4-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW22_source.pdf,9e9280f5-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW23_source.pdf,9e9280f6-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW25_source.pdf,9e9280fe-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW26_source.pdf,9e9280ff-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW27_source.pdf,9e928100-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW28_source.pdf,9e928108-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW29_source.pdf,9e928109-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW30_source.pdf,9e92810a-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
2007_sem*EW*.pdf,Mexico_2007_adm1_weekly_moh_EW31_source.pdf,9e928112-c739-11ed-aa9a-1e00d12e8869,https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=,"Health sec>file, archive?documents"
